plz4,plzz,plznamk,plznaml,ktkz,gdenr,gdenamk,source,changed
1680,0,Romont FR,Romont FR,FR,2099,Siviriez,GEN,20.05.2023 05:33:59
1670,2,Bionnens,Bionnens,FR,2102,Ursy,GEN,20.05.2023 05:34:01
1670,3,Esmonts,Esmonts,FR,2102,Ursy,GEN,20.05.2023 05:34:01
1674,3,Morlens,Morlens,FR,2102,Ursy,GEN,20.05.2023 05:34:01
1675,3,Mossel,Mossel,FR,2102,Ursy,GEN,20.05.2023 05:34:01
1670,0,Ursy,Ursy,FR,2102,Ursy,GEN,20.05.2023 05:33:59
1675,0,Vauderens,Vauderens,FR,2102,Ursy,GEN,20.05.2023 05:33:59
1674,0,Vuarmarens,Vuarmarens,FR,2102,Ursy,GEN,20.05.2023 05:33:59
1675,2,Blessens,Blessens,FR,2102,Ursy,GEN,20.05.2023 05:34:01
1697,2,Les Ecasseys,Les Ecasseys,FR,2113,Vuisternens-dev-Romont,GEN,20.05.2023 05:34:01
1687,3,Estévenens,Estévenens,FR,2113,Vuisternens-dev-Romont,GEN,20.05.2023 05:33:59
1697,0,La Joux FR,La Joux FR,FR,2113,Vuisternens-dev-Romont,GEN,20.05.2023 05:33:59
1688,2,Lieffrens,Lieffrens,FR,2113,Vuisternens-dev-Romont,GEN,20.05.2023 05:34:01
1687,2,La Magne,La Magne,FR,2113,Vuisternens-dev-Romont,GEN,20.05.2023 05:34:01
1686,2,La Neirigue,La Neirigue,FR,2113,Vuisternens-dev-Romont,GEN,20.05.2023 05:34:01
1688,0,Sommentier,Sommentier,FR,2113,Vuisternens-dev-Romont,GEN,20.05.2023 05:33:59
1685,0,Villariaz,Villariaz,FR,2113,Vuisternens-dev-Romont,GEN,20.05.2023 05:33:59
1687,0,Vuisternens-Romont,Vuisternens-devant-Romont,FR,2113,Vuisternens-dev-Romont,GEN,20.05.2023 05:33:59
1690,0,Villaz-St-Pierre,Villaz-St-Pierre,FR,2114,Villorsonnens,GEN,20.05.2023 05:33:59
1694,4,Chavannes-Orsonnen,Chavannes-sous-Orsonnens,FR,2114,Villorsonnens,GEN,20.05.2023 05:34:01
1694,3,Orsonnens,Orsonnens,FR,2114,Villorsonnens,GEN,20.05.2023 05:33:59
1694,2,Villargiroud,Villargiroud,FR,2114,Villorsonnens,GEN,20.05.2023 05:34:01
1694,0,Villarsiviriaux,Villarsiviriaux,FR,2114,Villorsonnens,GEN,20.05.2023 05:33:59
1749,0,Middes,Middes,FR,2115,Torny,GEN,20.05.2023 05:33:59
1748,0,Torny-le-Grand,Torny-le-Grand,FR,2115,Torny,GEN,20.05.2023 05:33:59
1690,2,Lussy FR,Lussy FR,FR,2117,Villaz,GEN,20.05.2023 05:34:01
1680,0,Romont FR,Romont FR,FR,2117,Villaz,GEN,20.05.2023 05:33:59
1691,0,Villarimboud,Villarimboud,FR,2117,Villaz,GEN,20.05.2023 05:33:59
1690,0,Villaz-St-Pierre,Villaz-St-Pierre,FR,2117,Villaz,GEN,20.05.2023 05:33:59
1669,0,Albeuve,Albeuve,FR,2121,Haut-Intyamon,GEN,20.05.2023 05:33:59
1669,3,"Sciernes-d'Albeuve","Les Sciernes-d'Albeuve",FR,2121,Haut-Intyamon,GEN,20.05.2023 05:33:59
1669,2,Lessoc,Lessoc,FR,2121,Haut-Intyamon,GEN,20.05.2023 05:34:01
1669,5,Montbovon,Montbovon,FR,2121,Haut-Intyamon,GEN,20.05.2023 05:33:59
1669,4,Neirivue,Neirivue,FR,2121,Haut-Intyamon,GEN,20.05.2023 05:33:59
1644,0,Avry-devant-Pont,Avry-devant-Pont,FR,2122,Pont-en-Ogoz,GEN,20.05.2023 05:33:59
1643,0,Gumefens,Gumefens,FR,2122,Pont-en-Ogoz,GEN,20.05.2023 05:33:59
1645,0,Le Bry,Le Bry,FR,2122,Pont-en-Ogoz,GEN,20.05.2023 05:33:59
1652,0,Botterens,Botterens,FR,2123,Botterens,GEN,20.05.2023 05:33:59
1652,2,Villarbeney,Villarbeney,FR,2123,Botterens,GEN,20.05.2023 05:34:01
1636,0,Broc,Broc,FR,2124,Broc,GEN,20.05.2023 05:33:59
1653,3,Châtel-Montsalvens,Châtel-sur-Montsalvens,FR,2124,Broc,GEN,20.05.2023 05:34:01
1630,0,Bulle,Bulle,FR,2125,Bulle,GEN,20.05.2023 05:33:59
1635,0,La Tour-de-Trême,La Tour-de-Trême,FR,2125,Bulle,GEN,20.05.2023 05:33:59
1661,0,Pâquier-Montbarry,Le Pâquier-Montbarry,FR,2125,Bulle,GEN,20.05.2023 05:33:59
1653,3,Châtel-Montsalvens,Châtel-sur-Montsalvens,FR,2128,Châtel-sur-Montsalvens,GEN,20.05.2023 05:34:01
1647,0,Corbières,Corbières,FR,2129,Corbières,GEN,20.05.2023 05:33:59
1646,0,Echarlens,Echarlens,FR,2129,Corbières,GEN,20.05.2023 05:33:59
1651,0,Villarvolard,Villarvolard,FR,2129,Corbières,GEN,20.05.2023 05:33:59
1653,2,Crésuz,Crésuz,FR,2130,Crésuz,GEN,20.05.2023 05:34:01
1646,0,Echarlens,Echarlens,FR,2131,Echarlens,GEN,20.05.2023 05:33:59
1628,0,Vuadens,Vuadens,FR,2131,Echarlens,GEN,20.05.2023 05:33:59
1666,0,Grandvillard,Grandvillard,FR,2134,Grandvillard,GEN,20.05.2023 05:33:59
1663,0,Gruyères,Gruyères,FR,2135,Gruyères,GEN,20.05.2023 05:33:59
1663,3,Epagny,Epagny,FR,2135,Gruyères,GEN,20.05.2023 05:33:59
1663,2,Pringy,Pringy,FR,2135,Gruyères,GEN,20.05.2023 05:33:59
1663,4,Moléson-s-Gruyères,Moléson-sur-Gruyères,FR,2135,Gruyères,GEN,20.05.2023 05:33:59
1635,0,La Tour-de-Trême,La Tour-de-Trême,FR,2135,Gruyères,GEN,20.05.2023 05:33:59
1636,0,Broc,Broc,FR,2135,Gruyères,GEN,20.05.2023 05:33:59
1661,0,Pâquier-Montbarry,Le Pâquier-Montbarry,FR,2135,Gruyères,GEN,20.05.2023 05:33:59
1648,0,Hauteville,Hauteville,FR,2137,Hauteville,GEN,20.05.2023 05:33:59
1634,0,La Roche FR,La Roche FR,FR,2137,Hauteville,GEN,20.05.2023 05:33:59
1647,0,Corbières,Corbières,FR,2137,Hauteville,GEN,20.05.2023 05:33:59
1656,0,Jaun,Jaun,FR,2138,Jaun,GEN,20.05.2023 05:33:59
1656,1,Im Fang,Im Fang,FR,2138,Jaun,GEN,20.05.2023 05:33:59
1716,3,Schwarzsee,Schwarzsee,FR,2138,Jaun,GEN,20.05.2023 05:33:59
1633,0,Marsens,Marsens,FR,2140,Marsens,GEN,20.05.2023 05:33:59
1633,2,Vuippens,Vuippens,FR,2140,Marsens,GEN,20.05.2023 05:33:59
1638,0,Morlon,Morlon,FR,2143,Morlon,GEN,20.05.2023 05:33:59
1661,0,Pâquier-Montbarry,Le Pâquier-Montbarry,FR,2145,Le Pâquier (FR),GEN,20.05.2023 05:33:59
1635,0,La Tour-de-Trême,La Tour-de-Trême,FR,2145,Le Pâquier (FR),GEN,20.05.2023 05:33:59
1649,0,Pont-la-Ville,Pont-la-Ville,FR,2147,Pont-la-Ville,GEN,20.05.2023 05:33:59
1632,0,Riaz,Riaz,FR,2148,Riaz,GEN,20.05.2023 05:33:59
1628,0,Vuadens,Vuadens,FR,2148,Riaz,GEN,20.05.2023 05:33:59
1634,0,La Roche FR,La Roche FR,FR,2149,La Roche,GEN,20.05.2023 05:33:59
1733,0,Treyvaux,Treyvaux,FR,2149,La Roche,GEN,20.05.2023 05:33:59
1625,2,Maules,Maules,FR,2152,Sâles,GEN,20.05.2023 05:34:01
1626,0,Romanens,Romanens,FR,2152,Sâles,GEN,20.05.2023 05:33:59
1626,3,Rueyres-Treyfayes,Rueyres-Treyfayes,FR,2152,Sâles,GEN,20.05.2023 05:34:01
1626,2,Treyfayes,Treyfayes,FR,2152,Sâles,GEN,20.05.2023 05:34:01
1625,0,Sâles (Gruyère),Sâles (Gruyère),FR,2152,Sâles,GEN,20.05.2023 05:33:59
1627,0,Vaulruz,Vaulruz,FR,2152,Sâles,GEN,20.05.2023 05:33:59
1642,0,Sorens,Sorens,FR,2153,Sorens,GEN,20.05.2023 05:33:59
1627,0,Vaulruz,Vaulruz,FR,2155,Vaulruz,GEN,20.05.2023 05:33:59
1630,0,Bulle,Bulle,FR,2155,Vaulruz,GEN,20.05.2023 05:33:59
1628,0,Vuadens,Vuadens,FR,2155,Vaulruz,GEN,20.05.2023 05:33:59
1628,0,Vuadens,Vuadens,FR,2160,Vuadens,GEN,20.05.2023 05:33:59
1630,0,Bulle,Bulle,FR,2160,Vuadens,GEN,20.05.2023 05:33:59
1667,0,Enney,Enney,FR,2162,Bas-Intyamon,GEN,20.05.2023 05:33:59
1665,0,Estavannens,Estavannens,FR,2162,Bas-Intyamon,GEN,20.05.2023 05:33:59
1666,2,Villars-sous-Mont,Villars-sous-Mont,FR,2162,Bas-Intyamon,GEN,20.05.2023 05:34:01
1663,4,Moléson-s-Gruyères,Moléson-sur-Gruyères,FR,2162,Bas-Intyamon,GEN,20.05.2023 05:33:59
1654,0,Cerniat FR,Cerniat FR,FR,2163,Val-de-Charmey,GEN,20.05.2023 05:33:59
1637,0,Charmey (Gruyère),Charmey (Gruyère),FR,2163,Val-de-Charmey,GEN,20.05.2023 05:33:59
1716,3,Schwarzsee,Schwarzsee,FR,2163,Val-de-Charmey,GEN,20.05.2023 05:33:59
1742,0,Autigny,Autigny,FR,2173,Autigny,GEN,20.05.2023 05:33:59
1745,0,Lentigny,Lentigny,FR,2173,Autigny,GEN,20.05.2023 05:33:59
1754,2,Corjolens,Corjolens,FR,2174,Avry,GEN,20.05.2023 05:34:01
1754,4,Avry-sur-Matran,Avry-sur-Matran,FR,2174,Avry,GEN,20.05.2023 05:34:01
1782,2,Autafond,Autafond,FR,2175,Belfaux,GEN,20.05.2023 05:34:01
1720,2,Chésopelloz,Chésopelloz,FR,2175,Belfaux,GEN,20.05.2023 05:33:59
1782,0,Belfaux,Belfaux,FR,2175,Belfaux,GEN,20.05.2023 05:33:59
1744,0,Chénens,Chénens,FR,2177,Chénens,GEN,20.05.2023 05:33:59
1720,2,Chésopelloz,Chésopelloz,FR,2183,Corminboeuf,GEN,20.05.2023 05:33:59
1720,0,Corminboeuf,Corminboeuf,FR,2183,Corminboeuf,GEN,20.05.2023 05:33:59
1753,0,Matran,Matran,FR,2183,Corminboeuf,GEN,20.05.2023 05:33:59
1741,0,Cottens FR,Cottens FR,FR,2186,Cottens (FR),GEN,20.05.2023 05:33:59
1724,3,Ferpicloz,Ferpicloz,FR,2194,Ferpicloz,GEN,20.05.2023 05:34:01
1700,0,Fribourg,Fribourg,FR,2196,Fribourg,GEN,20.05.2023 05:33:59
1722,0,Bourguillon,Bourguillon,FR,2196,Fribourg,GEN,20.05.2023 05:33:59
1762,0,Givisiez,Givisiez,FR,2197,Givisiez,GEN,20.05.2023 05:33:59
1763,0,Granges-Paccot,Granges-Paccot,FR,2198,Granges-Paccot,GEN,20.05.2023 05:33:59
1772,0,Grolley,Grolley,FR,2200,Grolley,GEN,20.05.2023 05:33:59
1723,0,Marly,Marly,FR,2206,Marly,GEN,20.05.2023 05:33:59
1725,0,Posieux,Posieux,FR,2206,Marly,GEN,20.05.2023 05:33:59
1753,0,Matran,Matran,FR,2208,Matran,GEN,20.05.2023 05:33:59
1740,0,Neyruz FR,Neyruz FR,FR,2211,Neyruz (FR),GEN,20.05.2023 05:33:59
1723,4,Pierrafortscha,Pierrafortscha,FR,2216,Pierrafortscha,GEN,20.05.2023 05:34:01
1772,1,Nierlet-les-Bois,Nierlet-les-Bois,FR,2217,Ponthaux,GEN,20.05.2023 05:34:01
1772,2,Ponthaux,Ponthaux,FR,2217,Ponthaux,GEN,20.05.2023 05:34:01
1724,8,Bonnefontaine,Bonnefontaine,FR,2220,Le Mouret,GEN,20.05.2023 05:33:59
1724,2,Essert FR,Essert FR,FR,2220,Le Mouret,GEN,20.05.2023 05:34:01
1724,4,Montévraz,Montévraz,FR,2220,Le Mouret,GEN,20.05.2023 05:34:01
1724,5,Oberried FR,Oberried FR,FR,2220,Le Mouret,GEN,20.05.2023 05:34:01
1724,0,Le Mouret,Le Mouret,FR,2220,Le Mouret,GEN,20.05.2023 05:33:59
1734,0,Tentlingen,Tentlingen,FR,2220,Le Mouret,GEN,20.05.2023 05:34:01
1724,7,Zénauva,Zénauva,FR,2220,Le Mouret,GEN,20.05.2023 05:34:01
1724,2,Essert FR,Essert FR,FR,2226,Treyvaux,GEN,20.05.2023 05:34:01
1733,0,Treyvaux,Treyvaux,FR,2226,Treyvaux,GEN,20.05.2023 05:33:59
1724,6,Senèdes,Senèdes,FR,2226,Treyvaux,GEN,20.05.2023 05:34:01
1752,0,Villars-sur-Glâne,Villars-sur-Glâne,FR,2228,Villars-sur-Glâne,GEN,20.05.2023 05:33:59
1723,3,Villarsel-Marly,Villarsel-sur-Marly,FR,2230,Villarsel-sur-Marly,GEN,20.05.2023 05:34:01
1724,0,Le Mouret,Le Mouret,FR,2230,Villarsel-sur-Marly,GEN,20.05.2023 05:33:59
1725,0,Posieux,Posieux,FR,2233,Hauterive (FR),GEN,20.05.2023 05:33:59
1730,0,Ecuvillens,Ecuvillens,FR,2233,Hauterive (FR),GEN,20.05.2023 05:34:01
1745,0,Lentigny,Lentigny,FR,2234,La Brillaz,GEN,20.05.2023 05:33:59
1756,2,Lovens,Lovens,FR,2234,La Brillaz,GEN,20.05.2023 05:34:01
1756,0,Onnens FR,Onnens FR,FR,2234,La Brillaz,GEN,20.05.2023 05:33:59
1754,2,Corjolens,Corjolens,FR,2234,La Brillaz,GEN,20.05.2023 05:34:01
1782,4,La Corbaz,La Corbaz,FR,2235,La Sonnaz,GEN,20.05.2023 05:34:01
1782,5,Cormagens,Cormagens,FR,2235,La Sonnaz,GEN,20.05.2023 05:34:01
1782,3,Lossy,Lossy,FR,2235,La Sonnaz,GEN,20.05.2023 05:34:01
1782,6,Formangueires,Formangueires,FR,2235,La Sonnaz,GEN,20.05.2023 05:34:01
1727,0,Corpataux,Corpataux,FR,2236,Gibloux,GEN,20.05.2023 05:33:59
1695,3,Estavayer-Gibloux,Estavayer-le-Gibloux,FR,2236,Gibloux,GEN,20.05.2023 05:33:59
1726,0,Farvagny-le-Grand,Farvagny-le-Grand,FR,2236,Gibloux,GEN,20.05.2023 05:33:59
1726,2,Farvagny-le-Petit,Farvagny-le-Petit,FR,2236,Gibloux,GEN,20.05.2023 05:34:01
1726,3,Grenilles,Grenilles,FR,2236,Gibloux,GEN,20.05.2023 05:34:01
1727,2,Magnedens,Magnedens,FR,2236,Gibloux,GEN,20.05.2023 05:34:01
1726,4,Posat,Posat,FR,2236,Gibloux,GEN,20.05.2023 05:34:01
1728,0,Rossens FR,Rossens FR,FR,2236,Gibloux,GEN,20.05.2023 05:33:59
1695,2,Rueyres-St-Laurent,Rueyres-St-Laurent,FR,2236,Gibloux,GEN,20.05.2023 05:34:01
1695,0,Villarlod,Villarlod,FR,2236,Gibloux,GEN,20.05.2023 05:33:59
1695,4,Villarsel-Gibloux,Villarsel-le-Gibloux,FR,2236,Gibloux,GEN,20.05.2023 05:34:01
1696,0,Vuisternens-Ogoz,Vuisternens-en-Ogoz,FR,2236,Gibloux,GEN,20.05.2023 05:33:59
1747,0,Corserey,Corserey,FR,2237,Prez,GEN,20.05.2023 05:33:59
1757,0,Noréaz,Noréaz,FR,2237,Prez,GEN,20.05.2023 05:33:59
1754,2,Corjolens,Corjolens,FR,2237,Prez,GEN,20.05.2023 05:34:01
1746,0,Prez-vers-Noréaz,Prez-vers-Noréaz,FR,2237,Prez,GEN,20.05.2023 05:33:59
1732,0,Arconciel,Arconciel,FR,2238,"Bois-d'Amont",GEN,20.05.2023 05:33:59
1725,0,Posieux,Posieux,FR,2238,"Bois-d'Amont",GEN,20.05.2023 05:33:59
1731,0,Ependes FR,Ependes FR,FR,2238,"Bois-d'Amont",GEN,20.05.2023 05:33:59
1724,6,Senèdes,Senèdes,FR,2238,"Bois-d'Amont",GEN,20.05.2023 05:34:01
1796,0,Courgevaux,Courgevaux,FR,2250,Courgevaux,GEN,20.05.2023 05:33:59
3280,0,Murten,Murten,FR,2250,Courgevaux,GEN,20.05.2023 05:33:59
1783,0,Pensier,Pensier,FR,2254,Courtepin,GEN,20.05.2023 05:33:59
1783,4,Barberêche,Barberêche,FR,2254,Courtepin,GEN,20.05.2023 05:34:01
3212,2,Kleingurmels,Kleingurmels,FR,2254,Courtepin,GEN,20.05.2023 05:34:01
1791,0,Courtaman,Courtaman,FR,2254,Courtepin,GEN,20.05.2023 05:33:59
1784,0,Courtepin,Courtepin,FR,2254,Courtepin,GEN,20.05.2023 05:33:59
1583,0,Villarepos,Villarepos,FR,2254,Courtepin,GEN,20.05.2023 05:33:58
1784,3,Wallenried,Wallenried,FR,2254,Courtepin,GEN,20.05.2023 05:34:01
1795,0,Courlevon,Courlevon,FR,2254,Courtepin,GEN,20.05.2023 05:33:59
1785,0,Cressier FR,Cressier FR,FR,2257,Cressier (FR),GEN,20.05.2023 05:33:59
3284,0,Fräschels,Fräschels,FR,2258,Fräschels,GEN,20.05.2023 05:33:59
3280,4,Greng,Greng,FR,2261,Greng,GEN,20.05.2023 05:34:01
1792,0,Cordast,Cordast,FR,2262,Gurmels,GEN,20.05.2023 05:33:59
3212,0,Gurmels,Gurmels,FR,2262,Gurmels,GEN,20.05.2023 05:33:59
1792,2,Guschelmuth,Guschelmuth,FR,2262,Gurmels,GEN,20.05.2023 05:34:01
3212,2,Kleingurmels,Kleingurmels,FR,2262,Gurmels,GEN,20.05.2023 05:34:01
3213,0,Liebistorf,Liebistorf,FR,2262,Gurmels,GEN,20.05.2023 05:33:59
3206,2,Wallenbuch,Wallenbuch,FR,2262,Gurmels,GEN,20.05.2023 05:34:01
3205,0,Gümmenen,Gümmenen,FR,2262,Gurmels,GEN,20.05.2023 05:33:59
3179,0,Kriechenwil,Kriechenwil,FR,2262,Gurmels,GEN,20.05.2023 05:33:59
3210,0,Kerzers,Kerzers,FR,2265,Kerzers,GEN,20.05.2023 05:33:59
3207,0,Wileroltigen,Wileroltigen,FR,2265,Kerzers,GEN,20.05.2023 05:33:59
3207,2,Golaten,Golaten,FR,2265,Kerzers,GEN,20.05.2023 05:34:01
3213,2,Kleinbösingen,Kleinbösingen,FR,2266,Kleinbösingen,GEN,20.05.2023 05:34:01
3280,2,Meyriez,Meyriez,FR,2271,Meyriez,GEN,20.05.2023 05:33:59
3280,0,Murten,Murten,FR,2271,Meyriez,GEN,20.05.2023 05:33:59
1721,2,Cormérod,Cormérod,FR,2272,Misery-Courtion,GEN,20.05.2023 05:34:01
1721,4,Courtion,Courtion,FR,2272,Misery-Courtion,GEN,20.05.2023 05:34:01
1721,5,Cournillens,Cournillens,FR,2272,Misery-Courtion,GEN,20.05.2023 05:34:01
1721,1,Misery,Misery,FR,2272,Misery-Courtion,GEN,20.05.2023 05:34:01
3286,0,Muntelier,Muntelier,FR,2274,Muntelier,GEN,20.05.2023 05:33:59
1595,2,Clavaleyres,Clavaleyres,FR,2275,Murten,GEN,20.05.2023 05:34:01
3280,0,Murten,Murten,FR,2275,Murten,GEN,20.05.2023 05:33:59
3215,2,Büchslen,Büchslen,FR,2275,Murten,GEN,20.05.2023 05:34:01
1795,0,Courlevon,Courlevon,FR,2275,Murten,GEN,20.05.2023 05:33:59
3285,0,Galmiz,Galmiz,FR,2275,Murten,GEN,20.05.2023 05:33:59
3215,0,Gempenach,Gempenach,FR,2275,Murten,GEN,20.05.2023 05:33:59
1793,0,Jeuss,Jeuss,FR,2275,Murten,GEN,20.05.2023 05:33:59
3215,3,Lurtigen,Lurtigen,FR,2275,Murten,GEN,20.05.2023 05:34:01
1794,0,Salvenach,Salvenach,FR,2275,Murten,GEN,20.05.2023 05:33:59
3280,4,Greng,Greng,FR,2275,Murten,GEN,20.05.2023 05:34:01
3216,2,Agriswil,Agriswil,FR,2276,Ried bei Kerzers,GEN,20.05.2023 05:34:01
3216,0,Ried b. Kerzers,Ried b. Kerzers,FR,2276,Ried bei Kerzers,GEN,20.05.2023 05:33:59
3210,0,Kerzers,Kerzers,FR,2276,Ried bei Kerzers,GEN,20.05.2023 05:33:59
3214,0,Ulmiz,Ulmiz,FR,2278,Ulmiz,GEN,20.05.2023 05:33:59
1788,0,Praz (Vully),Praz (Vully),FR,2284,Mont-Vully,GEN,20.05.2023 05:33:59
1786,0,Sugiez,Sugiez,FR,2284,Mont-Vully,GEN,20.05.2023 05:33:59
1787,0,Môtier (Vully),Môtier (Vully),FR,2284,Mont-Vully,GEN,20.05.2023 05:33:59
1789,0,Lugnorre,Lugnorre,FR,2284,Mont-Vully,GEN,20.05.2023 05:33:59
1787,1,Mur (Vully) FR,Mur (Vully) FR,FR,2284,Mont-Vully,GEN,20.05.2023 05:34:01
3236,0,Gampelen,Gampelen,FR,2284,Mont-Vully,GEN,20.05.2023 05:33:59
1719,0,Brünisried,Brünisried,FR,2292,Brünisried,GEN,20.05.2023 05:33:59
3186,0,Düdingen,Düdingen,FR,2293,Düdingen,GEN,20.05.2023 05:33:59
1700,0,Fribourg,Fribourg,FR,2293,Düdingen,GEN,20.05.2023 05:33:59
1735,0,Giffers,Giffers,FR,2294,Giffers,GEN,20.05.2023 05:33:59
3184,0,Wünnewil,Wünnewil,FR,2295,Bösingen,GEN,20.05.2023 05:33:59
3178,0,Bösingen,Bösingen,FR,2295,Bösingen,GEN,20.05.2023 05:33:59
3185,0,Schmitten FR,Schmitten FR,FR,2295,Bösingen,GEN,20.05.2023 05:34:01
1714,0,Heitenried,Heitenried,FR,2296,Heitenried,GEN,20.05.2023 05:33:59
1716,2,Oberschrot,Oberschrot,FR,2299,Plaffeien,GEN,20.05.2023 05:34:01
1719,0,Brünisried,Brünisried,FR,2299,Plaffeien,GEN,20.05.2023 05:33:59
1716,0,Plaffeien,Plaffeien,FR,2299,Plaffeien,GEN,20.05.2023 05:33:59
1716,3,Schwarzsee,Schwarzsee,FR,2299,Plaffeien,GEN,20.05.2023 05:33:59
1738,0,Sangernboden,Sangernboden,FR,2299,Plaffeien,GEN,20.05.2023 05:33:59
1719,2,Zumholz,Zumholz,FR,2299,Plaffeien,GEN,20.05.2023 05:34:01
1737,0,Plasselb,Plasselb,FR,2300,Plasselb,GEN,20.05.2023 05:33:59
1716,3,Schwarzsee,Schwarzsee,FR,2300,Plasselb,GEN,20.05.2023 05:33:59
1718,0,Rechthalten,Rechthalten,FR,2301,Rechthalten,GEN,20.05.2023 05:33:59
1735,0,Giffers,Giffers,FR,2301,Rechthalten,GEN,20.05.2023 05:33:59
1724,8,Bonnefontaine,Bonnefontaine,FR,2303,St. Silvester,GEN,20.05.2023 05:33:59
1736,0,St. Silvester,St. Silvester,FR,2303,St. Silvester,GEN,20.05.2023 05:33:59
1734,0,Tentlingen,Tentlingen,FR,2303,St. Silvester,GEN,20.05.2023 05:34:01
1715,0,Alterswil FR,Alterswil FR,FR,2304,St. Ursen,GEN,20.05.2023 05:33:59
1718,0,Rechthalten,Rechthalten,FR,2304,St. Ursen,GEN,20.05.2023 05:33:59
1717,0,St. Ursen,St. Ursen,FR,2304,St. Ursen,GEN,20.05.2023 05:33:59
3185,0,Schmitten FR,Schmitten FR,FR,2305,Schmitten (FR),GEN,20.05.2023 05:34:01
3182,0,Ueberstorf,Ueberstorf,FR,2305,Schmitten (FR),GEN,20.05.2023 05:33:59
1713,0,St. Antoni,St. Antoni,FR,2305,Schmitten (FR),GEN,20.05.2023 05:33:59
1712,0,Tafers,Tafers,FR,2305,Schmitten (FR),GEN,20.05.2023 05:33:59
1715,0,Alterswil FR,Alterswil FR,FR,2306,Tafers,GEN,20.05.2023 05:33:59
1713,0,St. Antoni,St. Antoni,FR,2306,Tafers,GEN,20.05.2023 05:33:59
1712,0,Tafers,Tafers,FR,2306,Tafers,GEN,20.05.2023 05:33:59
1717,0,St. Ursen,St. Ursen,FR,2306,Tafers,GEN,20.05.2023 05:33:59
3182,0,Ueberstorf,Ueberstorf,FR,2306,Tafers,GEN,20.05.2023 05:33:59
3185,0,Schmitten FR,Schmitten FR,FR,2306,Tafers,GEN,20.05.2023 05:34:01
1714,0,Heitenried,Heitenried,FR,2306,Tafers,GEN,20.05.2023 05:33:59
1700,0,Fribourg,Fribourg,FR,2306,Tafers,GEN,20.05.2023 05:33:59
1734,0,Tentlingen,Tentlingen,FR,2307,Tentlingen,GEN,20.05.2023 05:34:01
3182,0,Ueberstorf,Ueberstorf,FR,2308,Ueberstorf,GEN,20.05.2023 05:33:59
3184,0,Wünnewil,Wünnewil,FR,2309,Wünnewil-Flamatt,GEN,20.05.2023 05:33:59
3185,0,Schmitten FR,Schmitten FR,FR,2309,Wünnewil-Flamatt,GEN,20.05.2023 05:34:01
3175,0,Flamatt,Flamatt,FR,2309,Wünnewil-Flamatt,GEN,20.05.2023 05:33:59
3176,0,Neuenegg,Neuenegg,FR,2309,Wünnewil-Flamatt,GEN,20.05.2023 05:33:59
1616,0,Attalens,Attalens,FR,2321,Attalens,GEN,20.05.2023 05:33:59
1808,0,Monts-de-Corsier,Les Monts-de-Corsier,FR,2321,Attalens,GEN,20.05.2023 05:33:59
1617,2,Tatroz,Tatroz,FR,2321,Attalens,GEN,20.05.2023 05:34:01
1612,0,Ecoteaux,Ecoteaux,FR,2321,Attalens,GEN,20.05.2023 05:33:59
1615,0,Bossonnens,Bossonnens,FR,2323,Bossonnens,GEN,20.05.2023 05:33:59
1618,0,Châtel-St-Denis,Châtel-St-Denis,FR,2325,Châtel-Saint-Denis,GEN,20.05.2023 05:33:59
1619,0,Les Paccots,Les Paccots,FR,2325,Châtel-Saint-Denis,GEN,20.05.2023 05:33:59
1614,0,Granges (Veveyse),Granges (Veveyse),FR,2328,Granges (Veveyse),GEN,20.05.2023 05:33:59
1617,0,Remaufens,Remaufens,FR,2333,Remaufens,GEN,20.05.2023 05:33:59
1618,0,Châtel-St-Denis,Châtel-St-Denis,FR,2333,Remaufens,GEN,20.05.2023 05:33:59
1609,2,Besencens,Besencens,FR,2335,Saint-Martin (FR),GEN,20.05.2023 05:34:01
1609,3,Fiaugères,Fiaugères,FR,2335,Saint-Martin (FR),GEN,20.05.2023 05:34:01
1609,0,St-Martin FR,St-Martin FR,FR,2335,Saint-Martin (FR),GEN,20.05.2023 05:33:59
1623,0,Semsales,Semsales,FR,2336,Semsales,GEN,20.05.2023 05:33:59
1627,0,Vaulruz,Vaulruz,FR,2336,Semsales,GEN,20.05.2023 05:33:59
1630,0,Bulle,Bulle,FR,2336,Semsales,GEN,20.05.2023 05:33:59
1699,3,Bouloz,Bouloz,FR,2337,Le Flon,GEN,20.05.2023 05:33:59
1699,2,Pont (Veveyse),Pont (Veveyse),FR,2337,Le Flon,GEN,20.05.2023 05:33:59
1699,0,Porsel,Porsel,FR,2337,Le Flon,GEN,20.05.2023 05:33:59
1611,0,Le Crêt-p-Semsales,Le Crêt-près-Semsales,FR,2338,La Verrerie,GEN,20.05.2023 05:33:59
1624,2,Grattavache,Grattavache,FR,2338,La Verrerie,GEN,20.05.2023 05:34:01
1624,0,La Verrerie,La Verrerie,FR,2338,La Verrerie,GEN,20.05.2023 05:33:59
1624,3,Progens,Progens,FR,2338,La Verrerie,GEN,20.05.2023 05:34:01
1793,0,Jeuss,Jeuss,FR,2391,Staatswald Galm,GEN,20.05.2023 05:33:59
4622,0,Egerkingen,Egerkingen,SO,2401,Egerkingen,GEN,20.05.2023 05:33:59
4624,0,Härkingen,Härkingen,SO,2402,Härkingen,GEN,20.05.2023 05:33:59
