plz4,plzz,plznamk,plznaml,ktkz,gdenr,gdenamk,source,changed
1804,0,Corsier-sur-Vevey,Corsier-sur-Vevey,VD,5885,Jongny,GEN,20.05.2023 05:33:59
1803,0,Chardonne,Chardonne,VD,5885,Jongny,GEN,20.05.2023 05:33:59
1815,0,Clarens,Clarens,VD,5886,Montreux,GEN,20.05.2023 05:33:59
1816,0,Chailly-Montreux,Chailly-Montreux,VD,5886,Montreux,GEN,20.05.2023 05:33:59
1817,0,Brent,Brent,VD,5886,Montreux,GEN,20.05.2023 05:33:59
1822,0,Chernex,Chernex,VD,5886,Montreux,GEN,20.05.2023 05:33:59
1807,0,Blonay,Blonay,VD,5886,Montreux,GEN,20.05.2023 05:33:59
1832,0,Chamby,Chamby,VD,5886,Montreux,GEN,20.05.2023 05:33:59
1820,0,Montreux,Montreux,VD,5886,Montreux,GEN,20.05.2023 05:33:59
1820,5,Territet,Territet,VD,5886,Montreux,GEN,20.05.2023 05:34:01
1824,0,Caux,Caux,VD,5886,Montreux,GEN,20.05.2023 05:33:59
1823,0,Glion,Glion,VD,5886,Montreux,GEN,20.05.2023 05:33:59
1833,0,Les Avants,Les Avants,VD,5886,Montreux,GEN,20.05.2023 05:33:59
1832,2,Villard-sur-Chamby,Villard-sur-Chamby,VD,5886,Montreux,GEN,20.05.2023 05:33:59
1814,0,La Tour-de-Peilz,La Tour-de-Peilz,VD,5889,La Tour-de-Peilz,GEN,20.05.2023 05:33:59
1800,0,Vevey,Vevey,VD,5890,Vevey,GEN,20.05.2023 05:33:59
1820,6,Veytaux,Veytaux,VD,5891,Veytaux,GEN,20.05.2023 05:34:01
1824,0,Caux,Caux,VD,5891,Veytaux,GEN,20.05.2023 05:33:59
1807,0,Blonay,Blonay,VD,5892,Blonay - Saint-Légier,GEN,20.05.2023 05:33:59
1806,0,St-Légier-Chiésaz,St-Légier-La Chiésaz,VD,5892,Blonay - Saint-Légier,GEN,20.05.2023 05:33:59
1432,0,Belmont-Yverdon,Belmont-sur-Yverdon,VD,5902,Belmont-sur-Yverdon,GEN,20.05.2023 05:33:58
1407,4,Bioley-Magnoux,Bioley-Magnoux,VD,5903,Bioley-Magnoux,GEN,20.05.2023 05:33:58
1045,0,Ogens,Ogens,VD,5903,Bioley-Magnoux,GEN,20.05.2023 05:33:58
1436,2,Chamblon,Chamblon,VD,5904,Chamblon,GEN,20.05.2023 05:34:01
1443,0,Champvent,Champvent,VD,5905,Champvent,GEN,20.05.2023 05:33:58
1443,2,Essert-s-Champvent,Essert-sous-Champvent,VD,5905,Champvent,GEN,20.05.2023 05:34:01
1443,3,Villars-Champvent,Villars-sous-Champvent,VD,5905,Champvent,GEN,20.05.2023 05:34:01
1464,0,Chavannes-le-Chêne,Chavannes-le-Chêne,VD,5907,Chavannes-le-Chêne,GEN,20.05.2023 05:33:58
1464,2,Chêne-Pâquier,Chêne-Pâquier,VD,5908,Chêne-Pâquier,GEN,20.05.2023 05:33:58
1400,5,Cheseaux-Noréaz,Cheseaux-Noréaz,VD,5909,Cheseaux-Noréaz,GEN,20.05.2023 05:34:01
1406,0,Cronay,Cronay,VD,5910,Cronay,GEN,20.05.2023 05:33:58
1404,0,Cuarny,Cuarny,VD,5911,Cuarny,GEN,20.05.2023 05:33:58
1400,5,Cheseaux-Noréaz,Cheseaux-Noréaz,VD,5911,Cuarny,GEN,20.05.2023 05:34:01
1415,2,Démoret,Démoret,VD,5912,Démoret,GEN,20.05.2023 05:34:01
1407,0,Donneloye,Donneloye,VD,5913,Donneloye,GEN,20.05.2023 05:33:58
1407,2,Gossens,Gossens,VD,5913,Donneloye,GEN,20.05.2023 05:34:01
1407,3,Mézery-Donneloye,Mézery-près-Donneloye,VD,5913,Donneloye,GEN,20.05.2023 05:34:01
1408,0,Prahins,Prahins,VD,5913,Donneloye,GEN,20.05.2023 05:33:58
1434,0,Ependes VD,Ependes VD,VD,5914,Ependes (VD),GEN,20.05.2023 05:33:58
1438,0,Mathod,Mathod,VD,5919,Mathod,GEN,20.05.2023 05:33:58
1415,0,Molondin,Molondin,VD,5921,Molondin,GEN,20.05.2023 05:33:58
1442,0,Montagny-Yverdon,Montagny-près-Yverdon,VD,5922,Montagny-près-Yverdon,GEN,20.05.2023 05:33:58
1047,0,Oppens,Oppens,VD,5923,Oppens,GEN,20.05.2023 05:34:01
1430,0,Orges,Orges,VD,5924,Orges,GEN,20.05.2023 05:33:58
1413,0,Orzens,Orzens,VD,5925,Orzens,GEN,20.05.2023 05:33:58
1405,0,Pomy,Pomy,VD,5926,Pomy,GEN,20.05.2023 05:33:58
1463,0,Rovray,Rovray,VD,5928,Rovray,GEN,20.05.2023 05:33:58
1433,0,Suchy,Suchy,VD,5929,Suchy,GEN,20.05.2023 05:33:58
1437,0,Suscévaz,Suscévaz,VD,5930,Suscévaz,GEN,20.05.2023 05:33:58
1436,0,Treycovagnes,Treycovagnes,VD,5931,Treycovagnes,GEN,20.05.2023 05:33:58
1412,2,Ursins,Ursins,VD,5932,Ursins,GEN,20.05.2023 05:34:01
1441,0,Valeyres-Montagny,Valeyres-sous-Montagny,VD,5933,Valeyres-sous-Montagny,GEN,20.05.2023 05:33:58
1412,0,Valeyres-Ursins,Valeyres-sous-Ursins,VD,5934,Valeyres-sous-Ursins,GEN,20.05.2023 05:33:58
1404,2,Villars-Epeney,Villars-Epeney,VD,5935,Villars-Epeney,GEN,20.05.2023 05:34:01
1431,0,Vugelles-La Mothe,Vugelles-La Mothe,VD,5937,Vugelles-La Mothe,GEN,20.05.2023 05:33:58
1432,2,Gressy,Gressy,VD,5938,Yverdon-les-Bains,GEN,20.05.2023 05:34:01
1400,0,Yverdon-les-Bains,Yverdon-les-Bains,VD,5938,Yverdon-les-Bains,GEN,20.05.2023 05:33:58
1462,0,Yvonand,Yvonand,VD,5939,Yvonand,GEN,20.05.2023 05:33:58
3900,0,Brig,Brig,VS,6002,Brig-Glis,GEN,20.05.2023 05:33:59
3902,0,Glis,Glis,VS,6002,Brig-Glis,GEN,20.05.2023 05:33:59
3900,2,Gamsen,Gamsen,VS,6002,Brig-Glis,GEN,20.05.2023 05:33:59
3900,3,Brigerbad,Brigerbad,VS,6002,Brig-Glis,GEN,20.05.2023 05:34:01
3939,0,Eggerberg,Eggerberg,VS,6004,Eggerberg,GEN,20.05.2023 05:33:59
3903,1,Birgisch,Birgisch,VS,6007,Naters,GEN,20.05.2023 05:33:59
3903,0,Mund,Mund,VS,6007,Naters,GEN,20.05.2023 05:33:59
3904,0,Naters,Naters,VS,6007,Naters,GEN,20.05.2023 05:33:59
3914,0,Blatten b. Naters,Blatten b. Naters,VS,6007,Naters,GEN,20.05.2023 05:33:59
3914,1,Belalp,Belalp,VS,6007,Naters,GEN,20.05.2023 05:33:59
3900,0,Brig,Brig,VS,6007,Naters,GEN,20.05.2023 05:33:59
3911,0,Ried-Brig,Ried-Brig,VS,6008,Ried-Brig,GEN,20.05.2023 05:33:59
3900,0,Brig,Brig,VS,6008,Ried-Brig,GEN,20.05.2023 05:33:59
3901,23,Rothwald,Rothwald,VS,6008,Ried-Brig,GEN,20.05.2023 05:33:59
3907,0,Simplon Dorf,Simplon Dorf,VS,6009,Simplon,GEN,20.05.2023 05:33:59
3907,3,Gabi (Simplon),Gabi (Simplon),VS,6009,Simplon,GEN,20.05.2023 05:33:59
3907,2,Simplon Hospiz,Simplon Hospiz,VS,6009,Simplon,GEN,20.05.2023 05:33:59
3982,0,Bitsch,Bitsch,VS,6010,Termen,GEN,20.05.2023 05:33:59
3900,0,Brig,Brig,VS,6010,Termen,GEN,20.05.2023 05:33:59
3912,0,Termen,Termen,VS,6010,Termen,GEN,20.05.2023 05:33:59
3913,0,Rosswald,Rosswald,VS,6010,Termen,GEN,20.05.2023 05:33:59
3907,4,Gondo,Gondo,VS,6011,Zwischbergen,GEN,20.05.2023 05:33:59
3907,0,Simplon Dorf,Simplon Dorf,VS,6011,Zwischbergen,GEN,20.05.2023 05:33:59
3907,3,Gabi (Simplon),Gabi (Simplon),VS,6011,Zwischbergen,GEN,20.05.2023 05:33:59
1957,0,Ardon,Ardon,VS,6021,Ardon,GEN,20.05.2023 05:33:59
1955,4,Grugnay (Chamoson),Grugnay (Chamoson),VS,6022,Chamoson,GEN,20.05.2023 05:34:01
1955,2,Les Vérines,Les Vérines (Chamoson),VS,6022,Chamoson,GEN,20.05.2023 05:34:01
1955,0,Chamoson,Chamoson,VS,6022,Chamoson,GEN,20.05.2023 05:33:59
1955,5,St-Pierre-Clages,St-Pierre-de-Clages,VS,6022,Chamoson,GEN,20.05.2023 05:33:59
1955,1,Mayens-de-Chamoson,Mayens-de-Chamoson,VS,6022,Chamoson,GEN,20.05.2023 05:34:01
1955,3,Némiaz (Chamoson),Némiaz (Chamoson),VS,6022,Chamoson,GEN,20.05.2023 05:34:01
1908,0,Riddes,Riddes,VS,6022,Chamoson,GEN,20.05.2023 05:33:59
1964,0,Conthey,Conthey,VS,6023,Conthey,GEN,20.05.2023 05:33:59
1975,0,St-Séverin,St-Séverin,VS,6023,Conthey,GEN,20.05.2023 05:33:59
1976,0,Erde,Erde,VS,6023,Conthey,GEN,20.05.2023 05:33:59
1976,2,Daillon,Daillon,VS,6023,Conthey,GEN,20.05.2023 05:33:59
1976,1,Aven,Aven,VS,6023,Conthey,GEN,20.05.2023 05:33:59
1965,0,Savièse,Savièse,VS,6023,Conthey,GEN,20.05.2023 05:33:59
1963,0,Vétroz,Vétroz,VS,6023,Conthey,GEN,20.05.2023 05:33:59
1996,1,Fey (Nendaz),Fey (Nendaz),VS,6024,Nendaz,GEN,20.05.2023 05:33:59
1997,0,Haute-Nendaz,Haute-Nendaz,VS,6024,Nendaz,GEN,20.05.2023 05:33:59
1996,3,Condémines (Nendaz,Condémines (Nendaz),VS,6024,Nendaz,GEN,20.05.2023 05:34:01
1996,2,Bieudron (Nendaz),Bieudron (Nendaz),VS,6024,Nendaz,GEN,20.05.2023 05:34:01
1994,2,Aproz (Nendaz),Aproz (Nendaz),VS,6024,Nendaz,GEN,20.05.2023 05:33:59
1996,0,Basse-Nendaz,Basse-Nendaz,VS,6024,Nendaz,GEN,20.05.2023 05:33:59
1996,5,Baar (Nendaz),Baar (Nendaz),VS,6024,Nendaz,GEN,20.05.2023 05:33:59
1996,7,Brignon (Nendaz),Brignon (Nendaz),VS,6024,Nendaz,GEN,20.05.2023 05:34:01
1993,2,Clèbes (Nendaz),Clèbes (Nendaz),VS,6024,Nendaz,GEN,20.05.2023 05:34:01
1993,0,Veysonnaz,Veysonnaz,VS,6024,Nendaz,GEN,20.05.2023 05:33:59
1997,2,Sornard (Nendaz),Sornard (Nendaz),VS,6024,Nendaz,GEN,20.05.2023 05:34:01
1996,6,Beuson (Nendaz),Beuson (Nendaz),VS,6024,Nendaz,GEN,20.05.2023 05:33:59
1996,4,Saclentse,Saclentse,VS,6024,Nendaz,GEN,20.05.2023 05:34:01
1997,1,Siviez (Nendaz),Siviez (Nendaz),VS,6024,Nendaz,GEN,20.05.2023 05:33:59
1963,0,Vétroz,Vétroz,VS,6025,Vétroz,GEN,20.05.2023 05:33:59
1976,1,Aven,Aven,VS,6025,Vétroz,GEN,20.05.2023 05:33:59
1946,0,Bourg-St-Pierre,Bourg-St-Pierre,VS,6032,Bourg-Saint-Pierre,GEN,20.05.2023 05:33:59
1945,4,Dranse (Liddes),Dranse (Liddes),VS,6033,Liddes,GEN,20.05.2023 05:34:01
1945,11,Chez Petit(Liddes),Chez Petit (Liddes),VS,6033,Liddes,GEN,20.05.2023 05:34:01
1945,0,Liddes,Liddes,VS,6033,Liddes,GEN,20.05.2023 05:33:59
1945,10,Palasuit (Liddes),Palasuit (Liddes),VS,6033,Liddes,GEN,20.05.2023 05:34:01
1945,5,Chandonne (Liddes),Chandonne (Liddes),VS,6033,Liddes,GEN,20.05.2023 05:34:01
1945,2,Fontaine Dessus,Fontaine Dessus (Liddes),VS,6033,Liddes,GEN,20.05.2023 05:34:01
1945,6,Rive Haute(Liddes),Rive Haute (Liddes),VS,6033,Liddes,GEN,20.05.2023 05:34:01
1945,3,Fontaine Dessous,Fontaine Dessous (Liddes),VS,6033,Liddes,GEN,20.05.2023 05:34:01
1945,8,Les Moulins VS,Les Moulins VS (Liddes),VS,6033,Liddes,GEN,20.05.2023 05:34:01
1945,7,Fornex(Liddes),Fornex (Liddes),VS,6033,Liddes,GEN,20.05.2023 05:34:01
1945,9,Vichères (Liddes),Vichères (Liddes),VS,6033,Liddes,GEN,20.05.2023 05:34:01
1945,12,Petit Vichères,Petit Vichères (Liddes),VS,6033,Liddes,GEN,20.05.2023 05:34:01
1937,0,Orsières,Orsières,VS,6034,Orsières,GEN,20.05.2023 05:33:59
1943,0,Praz-de-Fort,Praz-de-Fort,VS,6034,Orsières,GEN,20.05.2023 05:33:59
1944,0,La Fouly VS,La Fouly VS,VS,6034,Orsières,GEN,20.05.2023 05:33:59
1938,0,Champex-Lac,Champex-Lac,VS,6034,Orsières,GEN,20.05.2023 05:33:59
1933,0,Sembrancher,Sembrancher,VS,6035,Sembrancher,GEN,20.05.2023 05:33:59
1933,4,La Garde,La Garde (Sembrancher),VS,6035,Sembrancher,GEN,20.05.2023 05:34:01
1933,3,Chamoille,Chamoille (Sembrancher),VS,6035,Sembrancher,GEN,20.05.2023 05:34:01
1934,0,Le Châble VS,Le Châble VS,VS,6037,Val de Bagnes,GEN,20.05.2023 05:33:59
1934,1,Bruson,Bruson,VS,6037,Val de Bagnes,GEN,20.05.2023 05:34:01
1947,0,Versegères,Versegères,VS,6037,Val de Bagnes,GEN,20.05.2023 05:33:59
1947,5,Champsec,Champsec,VS,6037,Val de Bagnes,GEN,20.05.2023 05:34:01
1948,0,Lourtier,Lourtier,VS,6037,Val de Bagnes,GEN,20.05.2023 05:33:59
1948,1,Fionnay,Fionnay,VS,6037,Val de Bagnes,GEN,20.05.2023 05:33:59
1948,2,Sarreyer,Sarreyer,VS,6037,Val de Bagnes,GEN,20.05.2023 05:33:59
1936,0,Verbier,Verbier,VS,6037,Val de Bagnes,GEN,20.05.2023 05:33:59
1941,0,Vollèges,Vollèges,VS,6037,Val de Bagnes,GEN,20.05.2023 05:33:59
1942,0,Levron,Levron,VS,6037,Val de Bagnes,GEN,20.05.2023 05:33:59
1927,0,Chemin,Chemin,VS,6037,Val de Bagnes,GEN,20.05.2023 05:33:59
1941,2,Cries (Vollèges),Cries (Vollèges),VS,6037,Val de Bagnes,GEN,20.05.2023 05:34:01
1933,2,Vens(Sembrancher),Vens (Sembrancher),VS,6037,Val de Bagnes,GEN,20.05.2023 05:34:01
3997,0,Bellwald,Bellwald,VS,6052,Bellwald,GEN,20.05.2023 05:33:59
3996,0,Binn,Binn,VS,6054,Binn,GEN,20.05.2023 05:33:59
3995,2,Ausserbinn,Ausserbinn,VS,6056,Ernen,GEN,20.05.2023 05:34:01
3995,0,Ernen,Ernen,VS,6056,Ernen,GEN,20.05.2023 05:33:59
3995,3,Mühlebach (Goms),Mühlebach (Goms),VS,6056,Ernen,GEN,20.05.2023 05:34:01
3995,4,Steinhaus,Steinhaus,VS,6056,Ernen,GEN,20.05.2023 05:34:01
3984,0,Fiesch,Fiesch,VS,6057,Fiesch,GEN,20.05.2023 05:33:59
3984,2,Fieschertal,Fieschertal,VS,6058,Fieschertal,GEN,20.05.2023 05:34:01
3801,33,Jungfraujoch,Jungfraujoch,VS,6058,Fieschertal,GEN,20.05.2023 05:33:59
3984,0,Fiesch,Fiesch,VS,6058,Fieschertal,GEN,20.05.2023 05:33:59
3997,0,Bellwald,Bellwald,VS,6058,Fieschertal,GEN,20.05.2023 05:33:59
3994,0,Lax,Lax,VS,6061,Lax,GEN,20.05.2023 05:33:59
3984,0,Fiesch,Fiesch,VS,6061,Lax,GEN,20.05.2023 05:33:59
3993,0,Grengiols,Grengiols,VS,6061,Lax,GEN,20.05.2023 05:33:59
3988,2,Obergesteln,Obergesteln,VS,6076,Obergoms,GEN,20.05.2023 05:33:59
3999,0,Oberwald,Oberwald,VS,6076,Obergoms,GEN,20.05.2023 05:33:59
3988,0,Ulrichen,Ulrichen,VS,6076,Obergoms,GEN,20.05.2023 05:33:59
3989,0,Biel VS,Biel VS,VS,6077,Goms,GEN,20.05.2023 05:33:59
3989,5,Blitzingen,Blitzingen,VS,6077,Goms,GEN,20.05.2023 05:33:59
3985,2,Geschinen,Geschinen,VS,6077,Goms,GEN,20.05.2023 05:33:59
3998,1,Gluringen,Gluringen,VS,6077,Goms,GEN,20.05.2023 05:33:59
3998,0,Reckingen VS,Reckingen VS,VS,6077,Goms,GEN,20.05.2023 05:33:59
3989,4,Niederwald,Niederwald,VS,6077,Goms,GEN,20.05.2023 05:33:59
3985,0,Münster VS,Münster VS,VS,6077,Goms,GEN,20.05.2023 05:33:59
3989,2,Ritzingen,Ritzingen,VS,6077,Goms,GEN,20.05.2023 05:34:01
3989,3,Selkingen,Selkingen,VS,6077,Goms,GEN,20.05.2023 05:34:01
1966,11,Signèse (Ayent),Signèse (Ayent),VS,6082,Ayent,GEN,20.05.2023 05:33:59
1972,0,Anzère,Anzère,VS,6082,Ayent,GEN,20.05.2023 05:33:59
1958,2,Uvrier,Uvrier,VS,6082,Ayent,GEN,20.05.2023 05:34:01
1966,10,Argnou (Ayent),Argnou (Ayent),VS,6082,Ayent,GEN,20.05.2023 05:34:01
1966,9,Blignou (Ayent),Blignou (Ayent),VS,6082,Ayent,GEN,20.05.2023 05:34:01
1966,8,Botyre (Ayent),Botyre (Ayent),VS,6082,Ayent,GEN,20.05.2023 05:34:01
1966,5,Saxonne (Ayent),Saxonne (Ayent),VS,6082,Ayent,GEN,20.05.2023 05:34:01
1966,7,La Place (Ayent),La Place (Ayent),VS,6082,Ayent,GEN,20.05.2023 05:34:01
1966,6,Villa (Ayent),Villa (Ayent),VS,6082,Ayent,GEN,20.05.2023 05:34:01
1966,4,St-Romain (Ayent),St-Romain (Ayent),VS,6082,Ayent,GEN,20.05.2023 05:34:01
1966,3,Luc (Ayent),Luc (Ayent),VS,6082,Ayent,GEN,20.05.2023 05:34:01
1966,2,Fortunau (Ayent),Fortunau (Ayent),VS,6082,Ayent,GEN,20.05.2023 05:34:01
1974,0,Arbaz,Arbaz,VS,6082,Ayent,GEN,20.05.2023 05:33:59
1983,2,Lanna,Lanna,VS,6083,Evolène,GEN,20.05.2023 05:34:01
1983,0,Evolène,Evolène,VS,6083,Evolène,GEN,20.05.2023 05:33:59
1984,1,La Tour VS,La Tour VS,VS,6083,Evolène,GEN,20.05.2023 05:34:01
1984,0,Les Haudères,Les Haudères,VS,6083,Evolène,GEN,20.05.2023 05:33:59
1985,2,Villa (Evolène),Villa (Evolène),VS,6083,Evolène,GEN,20.05.2023 05:34:01
1985,0,La Sage,La Sage,VS,6083,Evolène,GEN,20.05.2023 05:33:59
1985,1,La Forclaz VS,La Forclaz VS,VS,6083,Evolène,GEN,20.05.2023 05:34:01
1986,0,Arolla,Arolla,VS,6083,Evolène,GEN,20.05.2023 05:33:59
1987,0,Hérémence,Hérémence,VS,6084,Hérémence,GEN,20.05.2023 05:33:59
1982,0,Euseigne,Euseigne,VS,6084,Hérémence,GEN,20.05.2023 05:33:59
1982,0,Euseigne,Euseigne,VS,6087,Saint-Martin (VS),GEN,20.05.2023 05:33:59
1969,2,Liez (St-Martin),Liez (St-Martin),VS,6087,Saint-Martin (VS),GEN,20.05.2023 05:34:01
1969,3,Trogne (St-Martin),Trogne (St-Martin),VS,6087,Saint-Martin (VS),GEN,20.05.2023 05:34:01
1969,5,Eison (St-Martin),Eison (St-Martin),VS,6087,Saint-Martin (VS),GEN,20.05.2023 05:34:01
1969,0,St-Martin VS,St-Martin VS,VS,6087,Saint-Martin (VS),GEN,20.05.2023 05:33:59
1969,4,Suen (St-Martin),Suen (St-Martin),VS,6087,Saint-Martin (VS),GEN,20.05.2023 05:34:01
1981,0,Vex,Vex,VS,6089,Vex,GEN,20.05.2023 05:33:59
1992,1,Les Mayens-de-Sion,Les Mayens-de-Sion,VS,6089,Vex,GEN,20.05.2023 05:33:59
1988,2,Les Collons,Les Collons,VS,6089,Vex,GEN,20.05.2023 05:33:59
1988,1,Thyon,Thyon,VS,6089,Vex,GEN,20.05.2023 05:33:59
1968,0,Mase,Mase,VS,6090,Mont-Noble,GEN,20.05.2023 05:33:59
1973,0,Nax,Nax,VS,6090,Mont-Noble,GEN,20.05.2023 05:33:59
1961,0,Vernamiège,Vernamiège,VS,6090,Mont-Noble,GEN,20.05.2023 05:33:59
3967,0,Vercorin,Vercorin,VS,6090,Mont-Noble,GEN,20.05.2023 05:33:59
3951,0,Agarn,Agarn,VS,6101,Agarn,GEN,20.05.2023 05:33:59
3948,0,Unterems,Unterems,VS,6101,Agarn,GEN,20.05.2023 05:33:59
3955,0,Albinen,Albinen,VS,6102,Albinen,GEN,20.05.2023 05:33:59
3947,0,Ergisch,Ergisch,VS,6104,Ergisch,GEN,20.05.2023 05:33:59
3946,2,Gruben,Gruben,VS,6104,Ergisch,GEN,20.05.2023 05:33:59
3953,1,Inden,Inden,VS,6109,Inden,GEN,20.05.2023 05:33:59
3957,0,Erschmatt,Erschmatt,VS,6110,Leuk,GEN,20.05.2023 05:33:59
3952,0,Susten,Susten,VS,6110,Leuk,GEN,20.05.2023 05:33:59
3970,0,Salgesch,Salgesch,VS,6110,Leuk,GEN,20.05.2023 05:33:59
3945,1,Niedergampel,Niedergampel,VS,6110,Leuk,GEN,20.05.2023 05:34:01
3953,0,Leuk Stadt,Leuk Stadt,VS,6110,Leuk,GEN,20.05.2023 05:33:59
3956,0,Guttet-Feschel,Guttet-Feschel,VS,6110,Leuk,GEN,20.05.2023 05:33:59
3951,0,Agarn,Agarn,VS,6110,Leuk,GEN,20.05.2023 05:33:59
3953,1,Inden,Inden,VS,6110,Leuk,GEN,20.05.2023 05:33:59
3954,0,Leukerbad,Leukerbad,VS,6111,Leukerbad,GEN,20.05.2023 05:33:59
3948,1,Oberems,Oberems,VS,6112,Oberems,GEN,20.05.2023 05:33:59
3946,2,Gruben,Gruben,VS,6112,Oberems,GEN,20.05.2023 05:33:59
3970,0,Salgesch,Salgesch,VS,6113,Salgesch,GEN,20.05.2023 05:33:59
3953,2,Varen,Varen,VS,6116,Varen,GEN,20.05.2023 05:33:59
3953,0,Leuk Stadt,Leuk Stadt,VS,6116,Varen,GEN,20.05.2023 05:33:59
3970,0,Salgesch,Salgesch,VS,6116,Varen,GEN,20.05.2023 05:33:59
3956,0,Guttet-Feschel,Guttet-Feschel,VS,6117,Guttet-Feschel,GEN,20.05.2023 05:33:59
3957,2,Bratsch,Bratsch,VS,6118,Gampel-Bratsch,GEN,20.05.2023 05:34:01
3945,1,Niedergampel,Niedergampel,VS,6118,Gampel-Bratsch,GEN,20.05.2023 05:34:01
3945,0,Gampel,Gampel,VS,6118,Gampel-Bratsch,GEN,20.05.2023 05:33:59
3940,0,Steg VS,Steg VS,VS,6118,Gampel-Bratsch,GEN,20.05.2023 05:34:01
3946,0,Turtmann,Turtmann,VS,6119,Turtmann-Unterems,GEN,20.05.2023 05:33:59
3940,0,Steg VS,Steg VS,VS,6119,Turtmann-Unterems,GEN,20.05.2023 05:34:01
3948,0,Unterems,Unterems,VS,6119,Turtmann-Unterems,GEN,20.05.2023 05:33:59
3943,0,Eischoll,Eischoll,VS,6119,Turtmann-Unterems,GEN,20.05.2023 05:33:59
3946,2,Gruben,Gruben,VS,6119,Turtmann-Unterems,GEN,20.05.2023 05:33:59
3951,0,Agarn,Agarn,VS,6119,Turtmann-Unterems,GEN,20.05.2023 05:33:59
1932,0,Bovernier,Bovernier,VS,6131,Bovernier,GEN,20.05.2023 05:33:59
1932,2,Les Valettes,Les Valettes (Bovernier),VS,6131,Bovernier,GEN,20.05.2023 05:34:01
1927,0,Chemin,Chemin,VS,6131,Bovernier,GEN,20.05.2023 05:33:59
1926,0,Fully,Fully,VS,6133,Fully,GEN,20.05.2023 05:33:59
1914,0,Isérables,Isérables,VS,6134,Isérables,GEN,20.05.2023 05:33:59
1997,0,Haute-Nendaz,Haute-Nendaz,VS,6134,Isérables,GEN,20.05.2023 05:33:59
1911,0,Ovronnaz,Ovronnaz,VS,6135,Leytron,GEN,20.05.2023 05:33:59
1912,4,Dugny (Leytron),Dugny (Leytron),VS,6135,Leytron,GEN,20.05.2023 05:34:01
1912,3,Montagnon (Leytron,Montagnon (Leytron),VS,6135,Leytron,GEN,20.05.2023 05:34:01
1912,2,Produit (Leytron),Produit (Leytron),VS,6135,Leytron,GEN,20.05.2023 05:34:01
1912,0,Leytron,Leytron,VS,6135,Leytron,GEN,20.05.2023 05:33:59
1906,0,Charrat,Charrat,VS,6136,Martigny,GEN,20.05.2023 05:33:59
1920,0,Martigny,Martigny,VS,6136,Martigny,GEN,20.05.2023 05:33:59
1904,0,Vernayaz,Vernayaz,VS,6136,Martigny,GEN,20.05.2023 05:33:59
1927,0,Chemin,Chemin,VS,6136,Martigny,GEN,20.05.2023 05:33:59
1921,0,Martigny-Croix,Martigny-Croix,VS,6137,Martigny-Combe,GEN,20.05.2023 05:33:59
1928,0,Ravoire,Ravoire,VS,6137,Martigny-Combe,GEN,20.05.2023 05:33:59
1908,0,Riddes,Riddes,VS,6139,Riddes,GEN,20.05.2023 05:33:59
1918,0,La Tzoumaz,La Tzoumaz,VS,6139,Riddes,GEN,20.05.2023 05:33:59
1914,2,Auddes-sur-Riddes,Auddes-sur-Riddes,VS,6139,Riddes,GEN,20.05.2023 05:34:01
1913,0,Saillon,Saillon,VS,6140,Saillon,GEN,20.05.2023 05:33:59
1911,0,Ovronnaz,Ovronnaz,VS,6140,Saillon,GEN,20.05.2023 05:33:59
1907,0,Saxon,Saxon,VS,6141,Saxon,GEN,20.05.2023 05:33:59
1929,0,Trient,Trient,VS,6142,Trient,GEN,20.05.2023 05:33:59
1874,0,Champéry,Champéry,VS,6151,Champéry,GEN,20.05.2023 05:33:59
1893,0,Muraz (Collombey),Muraz (Collombey),VS,6152,Collombey-Muraz,GEN,20.05.2023 05:33:59
1868,0,Collombey,Collombey,VS,6152,Collombey-Muraz,GEN,20.05.2023 05:33:59
1872,0,Troistorrents,Troistorrents,VS,6152,Collombey-Muraz,GEN,20.05.2023 05:33:59
1870,0,Monthey,Monthey,VS,6153,Monthey,GEN,20.05.2023 05:33:59
1871,0,Choëx,Choëx,VS,6153,Monthey,GEN,20.05.2023 05:33:59
1871,2,Les Giettes,Les Giettes,VS,6153,Monthey,GEN,20.05.2023 05:33:59
1897,3,Les Evouettes,Les Evouettes,VS,6154,Port-Valais,GEN,20.05.2023 05:33:59
1897,0,Bouveret,Bouveret,VS,6154,Port-Valais,GEN,20.05.2023 05:33:59
1898,0,St-Gingolph,St-Gingolph,VS,6154,Port-Valais,GEN,20.05.2023 05:33:59
1898,0,St-Gingolph,St-Gingolph,VS,6155,Saint-Gingolph,GEN,20.05.2023 05:33:59
1872,0,Troistorrents,Troistorrents,VS,6156,Troistorrents,GEN,20.05.2023 05:33:59
1875,0,Morgins,Morgins,VS,6156,Troistorrents,GEN,20.05.2023 05:33:59
1873,0,"Val-d'Illiez","Val-d'Illiez",VS,6157,"Val-d'Illiez",GEN,20.05.2023 05:33:59
1873,3,Les Crosets,Les Crosets,VS,6157,"Val-d'Illiez",GEN,20.05.2023 05:34:01
1873,2,Champoussin,Champoussin,VS,6157,"Val-d'Illiez",GEN,20.05.2023 05:34:01
1895,0,Vionnaz,Vionnaz,VS,6158,Vionnaz,GEN,20.05.2023 05:33:59
1899,0,Torgon,Torgon,VS,6158,Vionnaz,GEN,20.05.2023 05:33:59
1896,0,Vouvry,Vouvry,VS,6159,Vouvry,GEN,20.05.2023 05:33:59
